"State","Place.of.Death","COVID.19.Deaths","Date"
"Mississippi","Total - All Places of Death",590,"2020-11-01"
"Mississippi","Total - All Places of Death",NA,"2020-12-01"
"Mississippi","Total - All Places of Death",NA,"2021-01-01"
"Mississippi","Total - All Places of Death",585,"2021-02-01"
"Mississippi","Total - All Places of Death",281,"2021-03-01"
"Mississippi","Total - All Places of Death",168,"2021-04-01"
"Mississippi","Total - All Places of Death",162,"2021-05-01"
"Mississippi","Total - All Places of Death",101,"2021-06-01"
"Mississippi","Total - All Places of Death",228,"2021-07-01"
"Mississippi","Total - All Places of Death",NA,"2021-08-01"
"Mississippi","Total - All Places of Death",NA,"2021-09-01"
"Mississippi","Total - All Places of Death",375,"2021-10-01"
"Mississippi","Total - All Places of Death",181,"2021-11-01"
"Mississippi","Total - All Places of Death",234,"2021-12-01"
"Mississippi","Total - All Places of Death",NA,"2022-01-01"
"Mississippi","Total - All Places of Death",811,"2022-02-01"
"Mississippi","Total - All Places of Death",234,"2022-03-01"
"Mississippi","Total - All Places of Death",92,"2022-04-01"
"Mississippi","Total - All Places of Death",50,"2022-05-01"
"Mississippi","Total - All Places of Death",101,"2022-06-01"
"Mississippi","Total - All Places of Death",216,"2022-07-01"
"Mississippi","Total - All Places of Death",207,"2022-08-01"
"Mississippi","Total - All Places of Death",147,"2022-09-01"
"Mississippi","Total - All Places of Death",108,"2022-10-01"
"Mississippi","Total - All Places of Death",72,"2022-11-01"
"Mississippi","Total - All Places of Death",132,"2022-12-01"
"Mississippi","Total - All Places of Death",182,"2023-01-01"
"Mississippi","Total - All Places of Death",124,"2023-02-01"
"Mississippi","Total - All Places of Death",75,"2023-03-01"
"Mississippi","Total - All Places of Death",70,"2023-04-01"
"Mississippi","Total - All Places of Death",48,"2023-05-01"
"Mississippi","Total - All Places of Death",31,"2023-06-01"
"Missouri","Total - All Places of Death",0,"2020-01-01"
"Missouri","Total - All Places of Death",0,"2020-02-01"
"Missouri","Total - All Places of Death",32,"2020-03-01"
"Missouri","Total - All Places of Death",460,"2020-04-01"
"Missouri","Total - All Places of Death",405,"2020-05-01"
"Missouri","Total - All Places of Death",196,"2020-06-01"
"Missouri","Total - All Places of Death",272,"2020-07-01"
"Missouri","Total - All Places of Death",487,"2020-08-01"
"Missouri","Total - All Places of Death",679,"2020-09-01"
"Missouri","Total - All Places of Death",NA,"2020-10-01"
"Missouri","Total - All Places of Death",NA,"2020-11-01"
"Missouri","Total - All Places of Death",NA,"2020-12-01"
"Missouri","Total - All Places of Death",NA,"2021-01-01"
"Missouri","Total - All Places of Death",639,"2021-02-01"
"Missouri","Total - All Places of Death",325,"2021-03-01"
"Missouri","Total - All Places of Death",219,"2021-04-01"
"Missouri","Total - All Places of Death",205,"2021-05-01"
"Missouri","Total - All Places of Death",283,"2021-06-01"
"Missouri","Total - All Places of Death",743,"2021-07-01"
"Missouri","Total - All Places of Death",NA,"2021-08-01"
"Missouri","Total - All Places of Death",NA,"2021-09-01"
"Missouri","Total - All Places of Death",661,"2021-10-01"
"Missouri","Total - All Places of Death",540,"2021-11-01"
"Missouri","Total - All Places of Death",NA,"2021-12-01"
"Missouri","Total - All Places of Death",NA,"2022-01-01"
"Missouri","Total - All Places of Death",NA,"2022-02-01"
"Missouri","Total - All Places of Death",323,"2022-03-01"
"Missouri","Total - All Places of Death",126,"2022-04-01"
"Missouri","Total - All Places of Death",107,"2022-05-01"
"Missouri","Total - All Places of Death",144,"2022-06-01"
"Missouri","Total - All Places of Death",286,"2022-07-01"
"Missouri","Total - All Places of Death",294,"2022-08-01"
"Missouri","Total - All Places of Death",244,"2022-09-01"
"Missouri","Total - All Places of Death",189,"2022-10-01"
"Missouri","Total - All Places of Death",197,"2022-11-01"
"Missouri","Total - All Places of Death",314,"2022-12-01"
"Missouri","Total - All Places of Death",248,"2023-01-01"
"Missouri","Total - All Places of Death",168,"2023-02-01"
"Missouri","Total - All Places of Death",153,"2023-03-01"
"Missouri","Total - All Places of Death",117,"2023-04-01"
"Missouri","Total - All Places of Death",73,"2023-05-01"
"Missouri","Total - All Places of Death",18,"2023-06-01"
"Montana","Total - All Places of Death",0,"2020-01-01"
"Montana","Total - All Places of Death",0,"2020-02-01"
"Montana","Total - All Places of Death",NA,"2020-03-01"
"Montana","Total - All Places of Death",11,"2020-04-01"
"Montana","Total - All Places of Death",NA,"2020-05-01"
"Montana","Total - All Places of Death",NA,"2020-06-01"
"Montana","Total - All Places of Death",44,"2020-07-01"
"Montana","Total - All Places of Death",50,"2020-08-01"
"Montana","Total - All Places of Death",93,"2020-09-01"
"Montana","Total - All Places of Death",279,"2020-10-01"
"Montana","Total - All Places of Death",405,"2020-11-01"
"Montana","Total - All Places of Death",376,"2020-12-01"
"Montana","Total - All Places of Death",179,"2021-01-01"
"Montana","Total - All Places of Death",75,"2021-02-01"
"Montana","Total - All Places of Death",61,"2021-03-01"
"Montana","Total - All Places of Death",33,"2021-04-01"
"Montana","Total - All Places of Death",30,"2021-05-01"
"Montana","Total - All Places of Death",39,"2021-06-01"
"Montana","Total - All Places of Death",53,"2021-07-01"
"Montana","Total - All Places of Death",152,"2021-08-01"
"Montana","Total - All Places of Death",294,"2021-09-01"
"Montana","Total - All Places of Death",444,"2021-10-01"
"Montana","Total - All Places of Death",311,"2021-11-01"
"Montana","Total - All Places of Death",145,"2021-12-01"
"Montana","Total - All Places of Death",176,"2022-01-01"
"Montana","Total - All Places of Death",190,"2022-02-01"
"Montana","Total - All Places of Death",69,"2022-03-01"
"Montana","Total - All Places of Death",18,"2022-04-01"
"Montana","Total - All Places of Death",26,"2022-05-01"
"Montana","Total - All Places of Death",20,"2022-06-01"
"Montana","Total - All Places of Death",52,"2022-07-01"
"Montana","Total - All Places of Death",38,"2022-08-01"
"Montana","Total - All Places of Death",32,"2022-09-01"
"Montana","Total - All Places of Death",40,"2022-10-01"
"Montana","Total - All Places of Death",39,"2022-11-01"
"Montana","Total - All Places of Death",29,"2022-12-01"
"Montana","Total - All Places of Death",41,"2023-01-01"
"Montana","Total - All Places of Death",21,"2023-02-01"
"Montana","Total - All Places of Death",30,"2023-03-01"
"Montana","Total - All Places of Death",21,"2023-04-01"
"Montana","Total - All Places of Death",17,"2023-05-01"
"Montana","Total - All Places of Death",NA,"2023-06-01"
"Nebraska","Total - All Places of Death",0,"2020-01-01"
"Nebraska","Total - All Places of Death",0,"2020-02-01"
"Nebraska","Total - All Places of Death",NA,"2020-03-01"
"Nebraska","Total - All Places of Death",76,"2020-04-01"
"Nebraska","Total - All Places of Death",111,"2020-05-01"
"Nebraska","Total - All Places of Death",92,"2020-06-01"
"Nebraska","Total - All Places of Death",48,"2020-07-01"
"Nebraska","Total - All Places of Death",101,"2020-08-01"
"Nebraska","Total - All Places of Death",117,"2020-09-01"
"Nebraska","Total - All Places of Death",281,"2020-10-01"
"Nebraska","Total - All Places of Death",798,"2020-11-01"
"Nebraska","Total - All Places of Death",623,"2020-12-01"
"Nebraska","Total - All Places of Death",345,"2021-01-01"
"Nebraska","Total - All Places of Death",120,"2021-02-01"
"Nebraska","Total - All Places of Death",76,"2021-03-01"
"Nebraska","Total - All Places of Death",66,"2021-04-01"
"Nebraska","Total - All Places of Death",65,"2021-05-01"
"Nebraska","Total - All Places of Death",25,"2021-06-01"
"Nebraska","Total - All Places of Death",48,"2021-07-01"
"Nebraska","Total - All Places of Death",145,"2021-08-01"
"Nebraska","Total - All Places of Death",186,"2021-09-01"
"Nebraska","Total - All Places of Death",259,"2021-10-01"
"Nebraska","Total - All Places of Death",262,"2021-11-01"
"Nebraska","Total - All Places of Death",342,"2021-12-01"
"Nebraska","Total - All Places of Death",390,"2022-01-01"
"Nebraska","Total - All Places of Death",274,"2022-02-01"
"Nebraska","Total - All Places of Death",89,"2022-03-01"
"Nebraska","Total - All Places of Death",30,"2022-04-01"
"Nebraska","Total - All Places of Death",35,"2022-05-01"
"Nebraska","Total - All Places of Death",46,"2022-06-01"
"Nebraska","Total - All Places of Death",71,"2022-07-01"
"Nebraska","Total - All Places of Death",64,"2022-08-01"
"Nebraska","Total - All Places of Death",58,"2022-09-01"
"Nebraska","Total - All Places of Death",45,"2022-10-01"
"Nebraska","Total - All Places of Death",91,"2022-11-01"
"Nebraska","Total - All Places of Death",103,"2022-12-01"
"Nebraska","Total - All Places of Death",79,"2023-01-01"
"Nebraska","Total - All Places of Death",49,"2023-02-01"
"Nebraska","Total - All Places of Death",66,"2023-03-01"
"Nebraska","Total - All Places of Death",58,"2023-04-01"
"Nebraska","Total - All Places of Death",33,"2023-05-01"
"Nebraska","Total - All Places of Death",NA,"2023-06-01"
"Nevada","Total - All Places of Death",0,"2020-01-01"
"Nevada","Total - All Places of Death",0,"2020-02-01"
"Nevada","Total - All Places of Death",35,"2020-03-01"
"Nevada","Total - All Places of Death",228,"2020-04-01"
"Nevada","Total - All Places of Death",162,"2020-05-01"
"Nevada","Total - All Places of Death",91,"2020-06-01"
"Nevada","Total - All Places of Death",366,"2020-07-01"
"Nevada","Total - All Places of Death",474,"2020-08-01"
"Nevada","Total - All Places of Death",228,"2020-09-01"
"Nevada","Total - All Places of Death",179,"2020-10-01"
"Nevada","Total - All Places of Death",523,"2020-11-01"
"Nevada","Total - All Places of Death",NA,"2020-12-01"
"Nevada","Total - All Places of Death",NA,"2021-01-01"
"Nevada","Total - All Places of Death",555,"2021-02-01"
"Nevada","Total - All Places of Death",219,"2021-03-01"
"Nevada","Total - All Places of Death",158,"2021-04-01"
"Nevada","Total - All Places of Death",119,"2021-05-01"
"Nevada","Total - All Places of Death",125,"2021-06-01"
"Nevada","Total - All Places of Death",374,"2021-07-01"
"Nevada","Total - All Places of Death",728,"2021-08-01"
"Nevada","Total - All Places of Death",734,"2021-09-01"
"Nevada","Total - All Places of Death",530,"2021-10-01"
"Nevada","Total - All Places of Death",455,"2021-11-01"
"Nevada","Total - All Places of Death",473,"2021-12-01"
"Nevada","Total - All Places of Death",948,"2022-01-01"
"Nevada","Total - All Places of Death",661,"2022-02-01"
"Nevada","Total - All Places of Death",213,"2022-03-01"
"Nevada","Total - All Places of Death",67,"2022-04-01"
"Nevada","Total - All Places of Death",72,"2022-05-01"
"Nevada","Total - All Places of Death",113,"2022-06-01"
"Nevada","Total - All Places of Death",160,"2022-07-01"
"Nevada","Total - All Places of Death",104,"2022-08-01"
"Nevada","Total - All Places of Death",49,"2022-09-01"
"Nevada","Total - All Places of Death",56,"2022-10-01"
"Nevada","Total - All Places of Death",114,"2022-11-01"
"Nevada","Total - All Places of Death",156,"2022-12-01"
"Nevada","Total - All Places of Death",97,"2023-01-01"
"Nevada","Total - All Places of Death",47,"2023-02-01"
"Nevada","Total - All Places of Death",55,"2023-03-01"
"Nevada","Total - All Places of Death",44,"2023-04-01"
"Nevada","Total - All Places of Death",35,"2023-05-01"
"Nevada","Total - All Places of Death",10,"2023-06-01"
"New Hampshire","Total - All Places of Death",0,"2020-01-01"
"New Hampshire","Total - All Places of Death",0,"2020-02-01"
"New Hampshire","Total - All Places of Death",10,"2020-03-01"
"New Hampshire","Total - All Places of Death",83,"2020-04-01"
"New Hampshire","Total - All Places of Death",190,"2020-05-01"
"New Hampshire","Total - All Places of Death",100,"2020-06-01"
"New Hampshire","Total - All Places of Death",33,"2020-07-01"
"New Hampshire","Total - All Places of Death",14,"2020-08-01"
"New Hampshire","Total - All Places of Death",NA,"2020-09-01"
"New Hampshire","Total - All Places of Death",42,"2020-10-01"
"New Hampshire","Total - All Places of Death",70,"2020-11-01"
"New Hampshire","Total - All Places of Death",277,"2020-12-01"
"New Hampshire","Total - All Places of Death",312,"2021-01-01"
"New Hampshire","Total - All Places of Death",89,"2021-02-01"
"New Hampshire","Total - All Places of Death",49,"2021-03-01"
"New Hampshire","Total - All Places of Death",37,"2021-04-01"
"New Hampshire","Total - All Places of Death",35,"2021-05-01"
"New Hampshire","Total - All Places of Death",18,"2021-06-01"
"New Hampshire","Total - All Places of Death",11,"2021-07-01"
"New Hampshire","Total - All Places of Death",40,"2021-08-01"
"New Hampshire","Total - All Places of Death",63,"2021-09-01"
"New Hampshire","Total - All Places of Death",113,"2021-10-01"
"New Hampshire","Total - All Places of Death",158,"2021-11-01"
"New Hampshire","Total - All Places of Death",279,"2021-12-01"
"New Hampshire","Total - All Places of Death",248,"2022-01-01"
"New Hampshire","Total - All Places of Death",134,"2022-02-01"
"New Hampshire","Total - All Places of Death",43,"2022-03-01"
"New Hampshire","Total - All Places of Death",20,"2022-04-01"
"New Hampshire","Total - All Places of Death",43,"2022-05-01"
"New Hampshire","Total - All Places of Death",38,"2022-06-01"
"New Hampshire","Total - All Places of Death",31,"2022-07-01"
"New Hampshire","Total - All Places of Death",34,"2022-08-01"
"New Hampshire","Total - All Places of Death",41,"2022-09-01"
"New Hampshire","Total - All Places of Death",68,"2022-10-01"
"New Hampshire","Total - All Places of Death",66,"2022-11-01"
"New Hampshire","Total - All Places of Death",55,"2022-12-01"
"New Hampshire","Total - All Places of Death",86,"2023-01-01"
"New Hampshire","Total - All Places of Death",51,"2023-02-01"
"New Hampshire","Total - All Places of Death",28,"2023-03-01"
"New Hampshire","Total - All Places of Death",22,"2023-04-01"
"New Hampshire","Total - All Places of Death",17,"2023-05-01"
"New Hampshire","Total - All Places of Death",10,"2023-06-01"
"New Jersey","Total - All Places of Death",0,"2020-01-01"
"New Jersey","Total - All Places of Death",0,"2020-02-01"
"New Jersey","Total - All Places of Death",701,"2020-03-01"
"New Jersey","Total - All Places of Death",NA,"2020-04-01"
"New Jersey","Total - All Places of Death",NA,"2020-05-01"
"New Jersey","Total - All Places of Death",841,"2020-06-01"
"New Jersey","Total - All Places of Death",330,"2020-07-01"
"New Jersey","Total - All Places of Death",168,"2020-08-01"
"New Jersey","Total - All Places of Death",144,"2020-09-01"
"New Jersey","Total - All Places of Death",280,"2020-10-01"
"New Jersey","Total - All Places of Death",944,"2020-11-01"
"New Jersey","Total - All Places of Death",NA,"2020-12-01"
"New Jersey","Total - All Places of Death",NA,"2021-01-01"
"New Jersey","Total - All Places of Death",NA,"2021-02-01"
"New Jersey","Total - All Places of Death",NA,"2021-03-01"
"New Jersey","Total - All Places of Death",NA,"2021-04-01"
"New Jersey","Total - All Places of Death",526,"2021-05-01"
"New Jersey","Total - All Places of Death",162,"2021-06-01"
"New Jersey","Total - All Places of Death",132,"2021-07-01"
"New Jersey","Total - All Places of Death",360,"2021-08-01"
"New Jersey","Total - All Places of Death",576,"2021-09-01"
"New Jersey","Total - All Places of Death",530,"2021-10-01"
"New Jersey","Total - All Places of Death",391,"2021-11-01"
"New Jersey","Total - All Places of Death",911,"2021-12-01"
"New Jersey","Total - All Places of Death",NA,"2022-01-01"
"New Jersey","Total - All Places of Death",867,"2022-02-01"
"New Jersey","Total - All Places of Death",219,"2022-03-01"
"New Jersey","Total - All Places of Death",161,"2022-04-01"
"New Jersey","Total - All Places of Death",282,"2022-05-01"
"New Jersey","Total - All Places of Death",222,"2022-06-01"
"New Jersey","Total - All Places of Death",277,"2022-07-01"
"New Jersey","Total - All Places of Death",265,"2022-08-01"
"New Jersey","Total - All Places of Death",234,"2022-09-01"
"New Jersey","Total - All Places of Death",281,"2022-10-01"
"New Jersey","Total - All Places of Death",299,"2022-11-01"
"New Jersey","Total - All Places of Death",410,"2022-12-01"
"New Jersey","Total - All Places of Death",444,"2023-01-01"
"New Jersey","Total - All Places of Death",287,"2023-02-01"
"New Jersey","Total - All Places of Death",182,"2023-03-01"
"New Jersey","Total - All Places of Death",89,"2023-04-01"
"New Jersey","Total - All Places of Death",68,"2023-05-01"
"New Jersey","Total - All Places of Death",22,"2023-06-01"
"New Mexico","Total - All Places of Death",0,"2020-01-01"
"New Mexico","Total - All Places of Death",0,"2020-02-01"
"New Mexico","Total - All Places of Death",NA,"2020-03-01"
"New Mexico","Total - All Places of Death",164,"2020-04-01"
"New Mexico","Total - All Places of Death",264,"2020-05-01"
"New Mexico","Total - All Places of Death",131,"2020-06-01"
"New Mexico","Total - All Places of Death",168,"2020-07-01"
"New Mexico","Total - All Places of Death",96,"2020-08-01"
"New Mexico","Total - All Places of Death",53,"2020-09-01"
"New Mexico","Total - All Places of Death",169,"2020-10-01"
"New Mexico","Total - All Places of Death",797,"2020-11-01"
"New Mexico","Total - All Places of Death",NA,"2020-12-01"
"New Mexico","Total - All Places of Death",707,"2021-01-01"
"New Mexico","Total - All Places of Death",299,"2021-02-01"
"New Mexico","Total - All Places of Death",147,"2021-03-01"
"New Mexico","Total - All Places of Death",73,"2021-04-01"
"New Mexico","Total - All Places of Death",81,"2021-05-01"
"New Mexico","Total - All Places of Death",63,"2021-06-01"
"New Mexico","Total - All Places of Death",50,"2021-07-01"
"New Mexico","Total - All Places of Death",249,"2021-08-01"
"New Mexico","Total - All Places of Death",341,"2021-09-01"
"New Mexico","Total - All Places of Death",342,"2021-10-01"
"New Mexico","Total - All Places of Death",592,"2021-11-01"
"New Mexico","Total - All Places of Death",760,"2021-12-01"
"New Mexico","Total - All Places of Death",681,"2022-01-01"
"New Mexico","Total - All Places of Death",393,"2022-02-01"
"New Mexico","Total - All Places of Death",151,"2022-03-01"
"New Mexico","Total - All Places of Death",53,"2022-04-01"
"New Mexico","Total - All Places of Death",50,"2022-05-01"
"New Mexico","Total - All Places of Death",88,"2022-06-01"
"New Mexico","Total - All Places of Death",115,"2022-07-01"
"New Mexico","Total - All Places of Death",79,"2022-08-01"
"New Mexico","Total - All Places of Death",62,"2022-09-01"
"New Mexico","Total - All Places of Death",73,"2022-10-01"
"New Mexico","Total - All Places of Death",110,"2022-11-01"
"New Mexico","Total - All Places of Death",151,"2022-12-01"
"New Mexico","Total - All Places of Death",95,"2023-01-01"
"New Mexico","Total - All Places of Death",46,"2023-02-01"
"New Mexico","Total - All Places of Death",49,"2023-03-01"
"New Mexico","Total - All Places of Death",54,"2023-04-01"
"New Mexico","Total - All Places of Death",37,"2023-05-01"
"New Mexico","Total - All Places of Death",NA,"2023-06-01"
"New York","Total - All Places of Death",NA,"2020-01-01"
"New York","Total - All Places of Death",NA,"2020-02-01"
"New York","Total - All Places of Death",706,"2020-03-01"
"New York","Total - All Places of Death",NA,"2020-04-01"
"New York","Total - All Places of Death",NA,"2020-05-01"
"New York","Total - All Places of Death",629,"2020-06-01"
"New York","Total - All Places of Death",238,"2020-07-01"
"New York","Total - All Places of Death",145,"2020-08-01"
"New York","Total - All Places of Death",121,"2020-09-01"
"New York","Total - All Places of Death",292,"2020-10-01"
"New York","Total - All Places of Death",933,"2020-11-01"
"New York","Total - All Places of Death",NA,"2020-12-01"
"New York","Total - All Places of Death",NA,"2021-01-01"
"New York","Total - All Places of Death",NA,"2021-02-01"
"New York","Total - All Places of Death",NA,"2021-03-01"
"New York","Total - All Places of Death",898,"2021-04-01"
"New York","Total - All Places of Death",527,"2021-05-01"
"New York","Total - All Places of Death",239,"2021-06-01"
"New York","Total - All Places of Death",127,"2021-07-01"
"New York","Total - All Places of Death",460,"2021-08-01"
"New York","Total - All Places of Death",855,"2021-09-01"
"New York","Total - All Places of Death",995,"2021-10-01"
"New York","Total - All Places of Death",NA,"2021-11-01"
"New York","Total - All Places of Death",NA,"2021-12-01"
"New York","Total - All Places of Death",NA,"2022-01-01"
"New York","Total - All Places of Death",NA,"2022-02-01"
"New York","Total - All Places of Death",421,"2022-03-01"
"New York","Total - All Places of Death",345,"2022-04-01"
"New York","Total - All Places of Death",617,"2022-05-01"
"New York","Total - All Places of Death",386,"2022-06-01"
"New York","Total - All Places of Death",380,"2022-07-01"
"New York","Total - All Places of Death",411,"2022-08-01"
"New York","Total - All Places of Death",424,"2022-09-01"
"New York","Total - All Places of Death",570,"2022-10-01"
"New York","Total - All Places of Death",514,"2022-11-01"
"New York","Total - All Places of Death",658,"2022-12-01"
"New York","Total - All Places of Death",626,"2023-01-01"
"New York","Total - All Places of Death",424,"2023-02-01"
"New York","Total - All Places of Death",350,"2023-03-01"
"New York","Total - All Places of Death",184,"2023-04-01"
"New York","Total - All Places of Death",129,"2023-05-01"
"New York","Total - All Places of Death",80,"2023-06-01"
"New York City","Total - All Places of Death",0,"2020-01-01"
"New York City","Total - All Places of Death",0,"2020-02-01"
"New York City","Total - All Places of Death",NA,"2020-03-01"
"New York City","Total - All Places of Death",NA,"2020-04-01"
"New York City","Total - All Places of Death",NA,"2020-05-01"
"New York City","Total - All Places of Death",492,"2020-06-01"
"New York City","Total - All Places of Death",200,"2020-07-01"
"New York City","Total - All Places of Death",108,"2020-08-01"
"New York City","Total - All Places of Death",99,"2020-09-01"
"New York City","Total - All Places of Death",149,"2020-10-01"
"New York City","Total - All Places of Death",296,"2020-11-01"
"New York City","Total - All Places of Death",977,"2020-12-01"
"New York City","Total - All Places of Death",NA,"2021-01-01"
"New York City","Total - All Places of Death",NA,"2021-02-01"
"New York City","Total - All Places of Death",NA,"2021-03-01"
"New York City","Total - All Places of Death",NA,"2021-04-01"
"New York City","Total - All Places of Death",495,"2021-05-01"
"New York City","Total - All Places of Death",151,"2021-06-01"
"New York City","Total - All Places of Death",105,"2021-07-01"
"New York City","Total - All Places of Death",286,"2021-08-01"
"New York City","Total - All Places of Death",384,"2021-09-01"
"New York City","Total - All Places of Death",285,"2021-10-01"
"New York City","Total - All Places of Death",236,"2021-11-01"
"New York City","Total - All Places of Death",585,"2021-12-01"
"New York City","Total - All Places of Death",NA,"2022-01-01"
"New York City","Total - All Places of Death",779,"2022-02-01"
"New York City","Total - All Places of Death",206,"2022-03-01"
"New York City","Total - All Places of Death",118,"2022-04-01"
"New York City","Total - All Places of Death",173,"2022-05-01"
"New York City","Total - All Places of Death",195,"2022-06-01"
"New York City","Total - All Places of Death",241,"2022-07-01"
"New York City","Total - All Places of Death",262,"2022-08-01"
"New York City","Total - All Places of Death",197,"2022-09-01"
"New York City","Total - All Places of Death",237,"2022-10-01"
"New York City","Total - All Places of Death",301,"2022-11-01"
"New York City","Total - All Places of Death",454,"2022-12-01"
"New York City","Total - All Places of Death",414,"2023-01-01"
"New York City","Total - All Places of Death",171,"2023-02-01"
"New York City","Total - All Places of Death",95,"2023-03-01"
"New York City","Total - All Places of Death",61,"2023-04-01"
"New York City","Total - All Places of Death",39,"2023-05-01"
"New York City","Total - All Places of Death",20,"2023-06-01"
"North Carolina","Total - All Places of Death",0,"2020-01-01"
"North Carolina","Total - All Places of Death",NA,"2020-02-01"
"North Carolina","Total - All Places of Death",24,"2020-03-01"
"North Carolina","Total - All Places of Death",449,"2020-04-01"
"North Carolina","Total - All Places of Death",540,"2020-05-01"
"North Carolina","Total - All Places of Death",471,"2020-06-01"
"North Carolina","Total - All Places of Death",700,"2020-07-01"
"North Carolina","Total - All Places of Death",912,"2020-08-01"
"North Carolina","Total - All Places of Death",914,"2020-09-01"
"North Carolina","Total - All Places of Death",985,"2020-10-01"
"North Carolina","Total - All Places of Death",NA,"2020-11-01"
"North Carolina","Total - All Places of Death",NA,"2020-12-01"
"North Carolina","Total - All Places of Death",NA,"2021-01-01"
"North Carolina","Total - All Places of Death",NA,"2021-02-01"
"North Carolina","Total - All Places of Death",657,"2021-03-01"
"North Carolina","Total - All Places of Death",500,"2021-04-01"
"North Carolina","Total - All Places of Death",518,"2021-05-01"
"North Carolina","Total - All Places of Death",264,"2021-06-01"
"North Carolina","Total - All Places of Death",319,"2021-07-01"
"North Carolina","Total - All Places of Death",NA,"2021-08-01"
"North Carolina","Total - All Places of Death",NA,"2021-09-01"
"North Carolina","Total - All Places of Death",NA,"2021-10-01"
"North Carolina","Total - All Places of Death",680,"2021-11-01"
"North Carolina","Total - All Places of Death",999,"2021-12-01"
"North Carolina","Total - All Places of Death",NA,"2022-01-01"
"North Carolina","Total - All Places of Death",NA,"2022-02-01"
"North Carolina","Total - All Places of Death",598,"2022-03-01"
"North Carolina","Total - All Places of Death",192,"2022-04-01"
"North Carolina","Total - All Places of Death",243,"2022-05-01"
"North Carolina","Total - All Places of Death",332,"2022-06-01"
"North Carolina","Total - All Places of Death",448,"2022-07-01"
"North Carolina","Total - All Places of Death",491,"2022-08-01"
"North Carolina","Total - All Places of Death",430,"2022-09-01"
"North Carolina","Total - All Places of Death",374,"2022-10-01"
"North Carolina","Total - All Places of Death",327,"2022-11-01"
"North Carolina","Total - All Places of Death",402,"2022-12-01"
"North Carolina","Total - All Places of Death",671,"2023-01-01"
"North Carolina","Total - All Places of Death",345,"2023-02-01"
"North Carolina","Total - All Places of Death",248,"2023-03-01"
"North Carolina","Total - All Places of Death",153,"2023-04-01"
"North Carolina","Total - All Places of Death",110,"2023-05-01"
"North Carolina","Total - All Places of Death",37,"2023-06-01"
"North Dakota","Total - All Places of Death",0,"2020-01-01"
"North Dakota","Total - All Places of Death",0,"2020-02-01"
"North Dakota","Total - All Places of Death",NA,"2020-03-01"
"North Dakota","Total - All Places of Death",26,"2020-04-01"
"North Dakota","Total - All Places of Death",53,"2020-05-01"
"North Dakota","Total - All Places of Death",20,"2020-06-01"
"North Dakota","Total - All Places of Death",30,"2020-07-01"
"North Dakota","Total - All Places of Death",42,"2020-08-01"
"North Dakota","Total - All Places of Death",117,"2020-09-01"
"North Dakota","Total - All Places of Death",314,"2020-10-01"
"North Dakota","Total - All Places of Death",558,"2020-11-01"
"North Dakota","Total - All Places of Death",349,"2020-12-01"
"North Dakota","Total - All Places of Death",97,"2021-01-01"
"North Dakota","Total - All Places of Death",32,"2021-02-01"
"North Dakota","Total - All Places of Death",26,"2021-03-01"
"North Dakota","Total - All Places of Death",39,"2021-04-01"
"North Dakota","Total - All Places of Death",35,"2021-05-01"
"North Dakota","Total - All Places of Death",18,"2021-06-01"
"North Dakota","Total - All Places of Death",12,"2021-07-01"
"North Dakota","Total - All Places of Death",35,"2021-08-01"
"North Dakota","Total - All Places of Death",89,"2021-09-01"
"North Dakota","Total - All Places of Death",215,"2021-10-01"
"North Dakota","Total - All Places of Death",195,"2021-11-01"
"North Dakota","Total - All Places of Death",146,"2021-12-01"
"North Dakota","Total - All Places of Death",133,"2022-01-01"
"North Dakota","Total - All Places of Death",131,"2022-02-01"
"North Dakota","Total - All Places of Death",41,"2022-03-01"
"North Dakota","Total - All Places of Death",24,"2022-04-01"
"North Dakota","Total - All Places of Death",20,"2022-05-01"
"North Dakota","Total - All Places of Death",18,"2022-06-01"
"North Dakota","Total - All Places of Death",27,"2022-07-01"
"North Dakota","Total - All Places of Death",40,"2022-08-01"
"North Dakota","Total - All Places of Death",35,"2022-09-01"
"North Dakota","Total - All Places of Death",19,"2022-10-01"
"North Dakota","Total - All Places of Death",19,"2022-11-01"
"North Dakota","Total - All Places of Death",31,"2022-12-01"
"North Dakota","Total - All Places of Death",22,"2023-01-01"
"North Dakota","Total - All Places of Death",19,"2023-02-01"
"North Dakota","Total - All Places of Death",27,"2023-03-01"
"North Dakota","Total - All Places of Death",14,"2023-04-01"
"North Dakota","Total - All Places of Death",12,"2023-05-01"
"North Dakota","Total - All Places of Death",NA,"2023-06-01"
"Ohio","Total - All Places of Death",0,"2020-01-01"
"Ohio","Total - All Places of Death",0,"2020-02-01"
"Ohio","Total - All Places of Death",98,"2020-03-01"
"Ohio","Total - All Places of Death",NA,"2020-04-01"
"Ohio","Total - All Places of Death",NA,"2020-05-01"
"Ohio","Total - All Places of Death",559,"2020-06-01"
"Ohio","Total - All Places of Death",681,"2020-07-01"
"Ohio","Total - All Places of Death",785,"2020-08-01"
"Ohio","Total - All Places of Death",638,"2020-09-01"
"Ohio","Total - All Places of Death",990,"2020-10-01"
"Ohio","Total - All Places of Death",NA,"2020-11-01"
"Ohio","Total - All Places of Death",NA,"2020-12-01"
"Ohio","Total - All Places of Death",NA,"2021-01-01"
"Ohio","Total - All Places of Death",NA,"2021-02-01"
"Ohio","Total - All Places of Death",779,"2021-03-01"
